intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",97.5
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",114.0
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",110.64
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",110.69
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",113.88
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",112.44
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",100.4
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",103.51
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",105.02
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",104.73
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",107.81
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",108.39
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",111.91
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",98.84
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",100.17
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",102.81
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",101.22
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",105.84
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",101.98
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",122.47
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",119.33
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",120.88
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",117.76
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",113.28
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",94.89
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",93.77
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",94.17
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",94.17
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",97.05
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",97.05
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",93.7
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",91.94
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",77.15
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",97.72
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",100.72
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",93.54
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",100.24
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",85.65
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",95.11
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",85.03
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",86.42
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",78.97
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",88.17
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",99.02
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",100.63
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",100.63
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",99.18
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",99.18
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",97.12
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",100.2
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",97.24
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",92.24
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",69.93
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",92.48
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",101.96
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",83.19
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",91.39
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",81.99
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",97.27
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",90.43
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",91.14
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",91.42
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",95.23
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",85.02
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",64.6
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",103.22
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",105.66
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",71.42
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",61.84
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",62.74
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",71.59
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",73.46
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",69.26
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",67.02
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",69.55
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",59.41
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",77.11
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",77.2
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",65.71
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",63.08
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",69.39
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",69.18
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",69.4
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",67.17
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",71.52
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",69.96
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",71.92
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",76.0
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",72.63
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",71.0
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",64.76
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",72.35
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",60.16
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",73.47
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",75.27
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",69.78
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",70.9
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",67.9
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",70.22
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",50.47
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",69.1
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",73.53
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",66.49
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",68.56
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",74.67
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",72.13
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",66.52
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",73.14
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",74.78
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",152.04
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",152.92
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",152.92
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",157.72
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",157.72
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",153.48
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",156.02
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",157.67
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",157.67
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",159.98
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",159.98
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",155.61
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",153.46
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",154.68
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",154.68
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",155.64
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",155.64
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",151.51
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",161.11
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",163.8
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",163.8
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",161.76
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",161.76
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",159.4
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",161.54
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",164.48
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",164.48
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",166.1
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",166.1
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",164.66
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",150.31
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",152.15
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",152.15
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",158.02
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",158.02
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",156.73
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",154.42
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",155.28
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",155.28
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",153.82
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",153.82
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",149.16
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",124.16
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",124.92
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",124.92
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",129.31
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",129.31
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",125.67
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",127.7
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",129.15
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",145.29
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",131.27
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",131.27
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",143.33
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",125.46
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",126.53
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",126.53
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",127.39
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",127.39
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",123.86
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",131.84
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",134.21
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",134.21
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",132.41
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",132.41
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",130.47
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",133.23
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",156.68
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",130.64
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",151.76
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",135.63
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",147.37
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",123.05
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",124.67
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",107.25
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",129.47
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",115.75
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",115.65
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",126.28
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",127.06
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",141.34
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",130.22
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",127.53
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",136.05
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",53.11
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",51.34
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",51.03
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",52.6
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",49.81
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",48.02
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",51.79
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",50.7
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",54.79
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",55.0
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",46.15
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",51.04
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",49.02
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",51.64
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",51.16
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",52.7
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",48.21
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",51.08
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",55.48
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",53.22
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",54.91
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",54.49
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",53.87
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",53.99
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",52.22
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",53.67
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",52.27
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",51.12
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",50.55
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",49.67
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",49.39
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",48.31
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",43.17
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",48.58
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",48.19
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",52.43
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",51.79
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",43.43
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",46.87
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",51.4
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",52.78
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",49.02
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",97.36
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",95.85
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",96.66
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",99.76
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",107.12
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",99.19
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",93.06
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",100.08
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",99.06
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",100.86
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",92.67
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",94.77
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",94.72
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",97.07
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",99.05
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",95.2
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",95.69
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",94.66
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",94.71
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",104.66
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",92.37
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",101.51
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",101.26
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",101.65
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",108.78
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",96.3
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",104.43
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",104.03
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",104.14
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",98.69
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",91.0
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",96.22
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",98.3
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",92.66
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",94.94
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",97.41
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",96.11
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",89.75
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",101.58
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",101.62
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",96.52
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",98.34
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",98.14
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",98.14
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",98.44
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",98.01
B,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",98.01
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",98.01
B,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",102.53
B,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",109.79
B,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",100.05
B,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",103.96
B,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",103.72
B,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",105.95
B,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",90.49
B,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",97.26
B,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",97.56
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",95.92
B,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",95.92
B,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",90.09
B,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",99.53
B,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",99.53
B,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",99.85
B,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",101.38
B,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",101.38
B,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",101.38
B,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",108.39
B,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",130.68
B,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",108.92
B,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",126.14
B,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",104.35
B,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",100.02
B,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",110.16
B,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",93.96
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",108.0
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",97.87
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",113.37
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",124.53
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",76.02
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",99.19
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",99.5
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",95.28
B,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",85.79
