,intersection_id,tollgate_id,starting_time,time_window,travel_velocity
81,A,2,2016-07-20,15,"[ 11.33923859  12.48822311  10.68807767  10.79723094  10.40757179
   7.15192132]"
82,A,2,2016-07-20,16,[ 8.24589584  8.34202075  7.99144584  7.79745628  7.66336965  6.41960179]
83,A,2,2016-07-20,17,"[  9.46815329  10.71936481   9.61966158   9.40683642   9.28044269
   7.58966836]"
84,A,2,2016-07-20,18,"[ 11.65980851  11.79953562   9.44107774  10.54437955  11.14392953
  11.54345183]"
85,A,2,2016-07-20,19,[ 9.63131477  9.78078863  8.61045692  7.27371003  6.82013227  5.71946946]
86,A,2,2016-07-20,20,[ 5.47392301  6.00547718  4.45069822  5.97793324  8.08940616  6.3777712 ]
87,A,2,2016-07-20,21,[ 8.56083097  8.57689119  6.37988099  6.74874539  6.03879438  3.94669408]
88,A,2,2016-07-20,22,[ 9.3635058   9.49842775  8.84676193  8.81773998  8.09112848  5.93261042]
89,A,2,2016-07-20,23,[ 8.25795585  8.47607715  6.99705133  7.2556583   6.76356453  4.8761306 ]
90,A,2,2016-07-20,24,[ 8.93913031  9.50943172  8.19217541  8.84791058  8.02044148  7.22467218]
91,A,2,2016-07-20,25,"[ 12.21129884  11.0044691   11.46172892  11.28433547  10.45008948
   9.23448984]"
92,A,2,2016-07-20,26,[ 7.53042669  7.53056111  7.53068493  7.53319714  7.54746835  7.55829036]
93,A,2,2016-07-20,27,[ 9.26369242  9.26894702  9.25667828  9.26805143  9.21568627  9.26184249]
94,A,2,2016-07-20,29,"[ 16.52345894  14.8950056   14.00094124  13.99194917  18.8034188
  22.05126492]"
95,A,2,2016-07-20,30,[ 7.80900843  3.2998901   2.25399266  1.96170719  1.65301125  1.18558675]
96,A,2,2016-07-20,31,[ 9.57712778  7.92590522  7.55592976  7.95183108  8.29262082  7.08123157]
97,A,2,2016-07-20,32,[ 8.21240555  7.56885839  6.97792257  6.27717921  5.72994623  4.80760877]
98,A,2,2016-07-20,33,"[ 11.72771128  13.19905289  10.44847826  10.77782625  10.5277661
   6.63588311]"
99,A,2,2016-07-20,34,"[ 10.75636207  10.72568477   9.96389101   9.78014218   9.2959895
   8.34774316]"
100,A,2,2016-07-20,35,"[  9.97452347  10.10275548   7.51428952   7.50680769   8.78943234
   7.37846672]"
101,A,2,2016-07-20,36,"[ 14.03313157  12.81752375  13.59978375  12.08362348  11.00570503
   9.41746985]"
102,A,2,2016-07-20,37,"[ 12.3166038   13.04667577  11.46326091  10.82297926  10.77037093
   9.88042862]"
103,A,2,2016-07-20,38,[ 9.45417842  9.27538137  9.27550792  9.71550619  9.42865906  7.9432613 ]
104,A,2,2016-07-20,39,"[ 10.76610197  10.14261245   8.39598076   8.06892021   7.53097339
   3.93314074]"
105,A,2,2016-07-20,40,"[ 10.65259059  10.93724469   8.65821756   8.61076798   8.97157946
   7.34423335]"
106,A,2,2016-07-20,41,[ 8.76226677  9.43747497  8.11768987  7.82137235  8.04361304  4.68348581]
107,A,2,2016-07-20,42,[ 9.72802173  9.23939121  6.81218581  9.29597039  9.46045789  4.99146587]
108,A,2,2016-07-20,43,"[ 11.09900099  11.38496469   9.24944594   9.67596593   9.29446866
   6.81538477]"
109,A,2,2016-07-20,44,"[ 11.73642378   9.77358792   6.76240345   8.11882903   7.60161978
   6.97192317]"
110,A,2,2016-07-20,45,[ 8.85396591  8.03286551  6.53139695  8.29550502  8.09752232  6.28998317]
111,A,2,2016-07-20,46,"[ 10.56845025   9.28737869   6.54025887   8.86601643   8.55585617
   6.09366259]"
112,A,2,2016-07-20,47,[ 9.95343779  9.2609726   9.00698627  9.16546852  9.07362037  5.41332053]
113,A,2,2016-07-20,48,[ 8.86626066  8.68945257  7.45770747  7.36300476  6.43013658  4.77710452]
114,A,2,2016-07-20,49,"[ 11.48823442  11.48992845   8.67759334   8.39323991   7.6449633
   4.48016974]"
115,A,2,2016-07-20,50,"[ 10.16712737   9.75918141   7.86987424   8.06868743   6.90149076
   5.74356878]"
116,A,2,2016-07-20,51,"[  9.67800556  10.26171573   7.96352263   8.36028408   8.5569875
  10.04879531]"
117,A,2,2016-07-20,52,"[ 10.18320651   9.11433293   6.69743481   7.18154661   6.90082426
   4.22746153]"
118,A,2,2016-07-20,53,[ 9.74369437  8.29165786  6.41701296  6.26414173  6.04169423  4.35367227]
119,A,2,2016-07-20,54,"[ 10.82916416  10.32209775   9.08196843   8.1311032    8.40586761
   5.93806492]"
120,A,2,2016-07-20,55,[ 6.50550861  5.62918046  5.26009925  6.40193876  6.3622522   5.39594801]
121,A,2,2016-07-20,56,"[ 10.13541511  11.83803553   8.78158561   8.58417704   8.40265001
   4.09400054]"
122,A,2,2016-07-20,57,"[ 10.14957203  10.36963955   8.91782032   7.22175781   5.56180787
   3.01304177]"
123,A,2,2016-07-20,58,"[  8.9081179   10.47222154   8.95303419   7.97426495   6.6600348
   6.57042766]"
124,A,2,2016-07-20,59,"[ 11.2133518   11.82538388  10.6428419   10.13660214   9.96260457
   8.53518678]"
125,A,2,2016-07-20,60,[ 9.46872803  8.89569882  5.47687785  6.18760585  6.5667825   6.64221291]
126,A,2,2016-07-20,61,[ 9.11175029  8.72247481  7.65030802  7.8922958   7.80246526  6.84882065]
127,A,2,2016-07-20,62,[ 7.07004088  6.98678249  5.84214867  5.27865721  4.31717082  2.45633833]
128,A,2,2016-07-20,63,[ 9.47146902  8.51501623  6.42568091  6.66330563  6.86439917  6.93638074]
129,A,2,2016-07-20,64,"[  9.3446489   10.07052394  10.23375371  10.08681024  10.11704467
   7.51474406]"
130,A,2,2016-07-20,65,[ 8.62816092  9.03713337  7.97040835  7.49274645  7.30952494  5.0749924 ]
131,A,2,2016-07-20,66,[ 8.48713668  9.19262352  9.19200408  8.5372281   8.30600714  6.35356105]
132,A,2,2016-07-20,67,[ 14.29697221  14.41508038  13.51663312  12.19901999  10.96        10.18168571]
133,A,2,2016-07-20,68,[ 6.02100166  7.12908947  7.12994229  6.67739728  6.33035924  5.34381876]
134,A,2,2016-07-20,69,"[ 11.99913398  12.21708992   8.65336133   6.82684393   5.63709308
   6.5094607 ]"
135,A,2,2016-07-20,70,"[  9.2950955    9.70205589  12.36906021  12.30162787  12.01292775
   9.55330227]"
136,A,2,2016-07-20,71,"[ 11.05703988  10.56337138   7.76793214   7.22935036   6.14188615
   4.92510914]"
137,A,2,2016-07-21,0,"[  8.48909657  12.09016393  17.80104712  17.31601732  17.14285714
   7.90238234]"
138,A,2,2016-07-21,3,[  9.89480375  10.91233177   8.6034741    8.61248823   7.7657794    5.549953  ]
139,A,2,2016-07-21,4,"[ 11.07723577  11.06941839  11.07491857  11.08033241  11.11111111
   6.98510529]"
140,A,2,2016-07-21,5,[ 5.28869481  5.88822355  8.          8.06451613  7.89473684  3.46496815]
141,A,2,2016-07-21,6,"[ 10.29830282  10.7976753   12.77605851  11.63304146  11.40570352
   6.62375339]"
142,A,2,2016-07-21,7,"[ 23.59307359  13.28828829  11.64383562  10.30927835   8.45070423
  10.80222399]"
143,A,2,2016-07-21,8,[ 8.68428839  8.68428234  8.68886442  6.81789868  6.22009569  6.21628347]
144,A,2,2016-07-21,9,"[ 10.48744113  10.94909414  10.74704608   8.47938206   7.5434492
   6.75213925]"
145,A,2,2016-07-21,10,"[ 11.51023703  11.51246907  11.50621865   6.71624582   6.49224806
   6.41441112]"
146,A,2,2016-07-21,11,[ 5.38619257  6.70365418  7.6500801   7.65059764  7.65353911  4.12436338]
147,A,2,2016-07-21,13,[ 9.69200644  8.60424708  9.7870336   9.51633073  9.52380952  6.31406656]
148,A,2,2016-07-21,14,"[ 10.70980705  10.27156278   9.61975975   9.29632943   9.29107126
   4.89980186]"
149,A,2,2016-07-21,15,"[ 13.81832287   8.02721088  10.68141593  10.67825371  10.07214206
   5.65785015]"
150,A,2,2016-07-21,16,[ 13.22815534  12.82608696  10.82802548   9.41176471   8.           7.35135135]
151,A,2,2016-07-21,17,"[ 14.12101608  14.80879364  13.38969702  11.92828026  11.24363589
   7.94503998]"
152,A,2,2016-07-21,18,"[ 16.50898186  15.82329263  15.16936474  15.19242117  15.22666832
  11.99803568]"
153,A,2,2016-07-21,19,[ 6.64315202  6.64478082  3.34935805  3.46778582  3.46832398  3.93393739]
154,A,2,2016-07-21,20,[ 5.64562892  7.18346844  7.32524214  7.32275536  7.30596564  6.85410758]
155,A,2,2016-07-21,21,"[ 10.51111904  10.96350404   8.51270897   7.01553136   6.25022188
   5.48986432]"
156,A,2,2016-07-21,22,[ 7.40974575  7.64067501  6.91638382  6.0845912   4.64063668  3.90347989]
157,A,2,2016-07-21,23,[ 6.83420162  5.01802484  5.09829803  5.11431714  4.99489793  3.34289232]
158,A,2,2016-07-21,24,[ 7.06282694  7.58500895  7.28095025  6.5255647   6.01671574  2.51678601]
159,A,2,2016-07-21,25,[ 8.53929748  8.4736285   6.15980115  6.57156141  5.97612956  3.09103082]
160,A,2,2016-07-21,26,[ 8.73789128  8.56065261  7.11031009  6.0394741   6.68329034  5.15620039]
161,A,2,2016-07-21,27,"[ 12.23915829  11.60021336  10.37038725   9.35411729   9.56193887
   9.83631727]"
162,A,2,2016-07-21,28,[ 9.55359961  8.00696138  8.30457702  8.30353881  9.19915757  6.97254279]
163,A,2,2016-07-21,29,[ 8.89427632  8.54729507  6.32777423  7.41374017  7.11531731  3.86139196]
164,A,2,2016-07-21,30,[ 9.010884    7.27065239  5.99385843  6.57776813  7.25446708  5.95007345]
165,A,2,2016-07-21,31,[ 8.18239551  8.44990873  7.15362048  6.86545779  6.53068888  5.85952319]
166,A,2,2016-07-21,32,[ 7.61626096  6.67969647  4.95059513  6.90417351  6.58963352  4.71473553]
167,A,2,2016-07-21,33,"[  5.47441396  12.17897226  10.96393977   9.50125999   8.55076846
   6.46702847]"
168,A,2,2016-07-21,34,[ 7.85834973  8.63979993  6.87413527  7.37328138  7.4022683   5.310793  ]
169,A,2,2016-07-21,35,[ 8.72443828  9.25766718  7.64416522  8.02184841  7.630404    5.79415801]
170,A,2,2016-07-21,36,"[ 10.70975162  10.96265329   8.37358939   8.08521795   7.87545115
   6.38646786]"
171,A,2,2016-07-21,37,[ 8.46800544  8.88086904  7.73964516  7.72573558  7.2900099   4.8495536 ]
172,A,2,2016-07-21,38,"[  8.60459335  10.27045153   8.78868373   8.00270376   8.15603685
   4.86831255]"
173,A,2,2016-07-21,39,[ 9.24517366  8.47047167  5.67336566  7.53348393  7.18717284  4.6131245 ]
174,A,2,2016-07-21,40,"[ 10.70308702   9.55183705   7.14748579   8.24346103   7.9327666
   6.24382166]"
175,A,2,2016-07-21,41,"[ 10.17073387  10.34643194   6.98998476   6.57785261   5.92181508
   5.35949004]"
176,A,2,2016-07-21,42,"[ 11.09055785  10.38156207   8.58470269   8.16609707   8.71146515
   6.58959277]"
177,A,2,2016-07-21,43,"[ 10.84491554  11.25396311  10.81368248  10.49131534  10.19777822
   6.2309383 ]"
178,A,2,2016-07-21,44,[ 9.57135665  7.8409914   6.38007791  6.37827519  6.72914645  6.40832105]
179,A,2,2016-07-21,45,"[  8.9802775   12.05628334  10.0538183    8.88236694   8.44985966
   8.05412764]"
180,A,2,2016-07-21,46,"[ 10.14769323   9.84156514   7.55914922   8.98455104   9.15636677
   6.33230032]"
181,A,2,2016-07-21,47,"[ 10.05451936   9.93244374   8.23894089   8.52501284   8.41979517
   6.05363777]"
182,A,2,2016-07-21,48,[ 8.47253104  9.2948131   7.5566487   7.73945559  7.63534776  6.59135574]
183,A,2,2016-07-21,49,[ 8.61928656  8.78797757  7.92200544  7.40048233  7.20764518  3.31778322]
184,A,2,2016-07-21,50,"[  9.82549094  10.90738208   7.64334161   8.37088435   8.00955627
   4.59158114]"
185,A,2,2016-07-21,51,[ 9.17653161  8.7482995   7.11452617  7.80683598  7.7082901   6.21622195]
186,A,2,2016-07-21,52,[ 8.01331978  7.21443849  5.22574096  5.92877565  5.90326617  4.46156492]
187,A,2,2016-07-21,53,[ 9.21891523  9.06067528  7.51562732  7.50926894  7.21157063  2.94003759]
188,A,2,2016-07-21,54,[ 8.1021551   8.91926058  7.96952537  7.61687958  7.35839074  5.92821106]
189,A,2,2016-07-21,55,[ 9.16879018  9.03541747  8.61678396  7.81820599  9.52358055  7.83518342]
190,A,2,2016-07-21,56,"[ 10.37783074   9.13831797   7.04659449   7.79316731   6.49359784
   4.02437921]"
191,A,2,2016-07-21,57,"[ 11.69235982  13.24229669  11.99360692  11.77063313  11.54909748
   6.27378374]"
192,A,2,2016-07-21,58,"[ 12.92134095   9.4580535    8.74670384   8.35392994   7.49159882
   6.95875781]"
193,A,2,2016-07-21,59,[ 8.48695555  8.38951254  6.83246968  7.16069494  6.99017515  4.87322574]
194,A,2,2016-07-21,60,[ 8.7631916   8.69278781  7.88361199  7.85139751  9.37136402  6.47267794]
195,A,2,2016-07-21,61,[ 8.1064514   8.30608841  5.61931403  6.304325    6.90542106  5.95744025]
196,A,2,2016-07-21,62,"[ 11.82015116  13.98774838  10.87783145  10.01670188   9.13969536
   7.68251942]"
197,A,2,2016-07-21,63,[ 8.68175451  7.90971381  4.04959436  6.87506993  6.72780468  6.06754771]
198,A,2,2016-07-21,64,"[ 10.09705007  11.60121326   6.89738709   7.54623129   7.99318945
   6.70708873]"
199,A,2,2016-07-21,65,"[ 10.60599574  10.99587277  10.41190644   8.18575568   7.17139864
   5.96719946]"
200,A,2,2016-07-21,66,[ 9.20474178  9.33792348  6.4891805   7.99787742  8.20646867  7.32389438]
201,A,2,2016-07-21,67,"[  7.29007742  12.58884679   9.30894622   7.71626255   7.39172884
   6.90910384]"
202,A,2,2016-07-21,68,"[ 15.41344791  11.73069415   8.87469787   9.68409538   9.67384302
   6.93501692]"
203,A,2,2016-07-21,69,"[ 12.48679286  14.11234     11.33897053  10.08864055   9.72720831
   7.58651278]"
204,A,2,2016-07-21,70,[ 7.04332105  8.69886437  6.50245163  6.373883    7.38447599  5.96739799]
205,A,2,2016-07-21,71,"[ 10.8233569   12.11200728   9.23782357   7.67693508   7.18031464
   5.44479922]"
206,A,2,2016-07-22,0,"[ 11.92862489  10.97413454   9.14399822  10.05909356   9.24406772
  10.03077259]"
207,A,2,2016-07-22,1,"[  9.1513821   10.8210443   12.05772609  12.76062702  12.59985339
   8.38309015]"
208,A,2,2016-07-22,2,[ 7.19546441  8.10860356  7.81203053  7.7094137   7.57109321  6.13578907]
209,A,2,2016-07-22,3,[ 6.69944683  8.7797619   7.02479339  8.26446281  8.21917808  7.51381215]
210,A,2,2016-07-22,4,"[ 12.35827664  11.09022556  12.18637993   9.54653938   9.23076923
   5.73597638]"
211,A,2,2016-07-22,5,"[  6.37799883   6.31016043  10.27190332  10.28277635  10.34482759
   7.7185017 ]"
212,A,2,2016-07-22,7,"[  9.83754513  11.43410853   9.88372093   9.09090909   8.95522388
   9.06666667]"
213,A,2,2016-07-22,9,"[ 13.59102244  13.59447005  13.6          0.64092293  22.22222222
  22.40527183]"
214,A,2,2016-07-22,10,"[ 12.82344072  11.31292118   8.59672676   7.14952017   6.61445783
   4.67082306]"
215,A,2,2016-07-22,11,"[ 12.80153899  13.7640193   12.94197304  12.69805362  12.29920075
   9.84297719]"
216,A,2,2016-07-22,12,"[  9.03261313  12.71363972   9.56517879  12.24002678   3.27983659
   5.41919849]"
217,A,2,2016-07-22,13,"[ 11.72211414  10.17021489   8.45691111   8.51973168   8.87330832
   5.58110387]"
218,A,2,2016-07-22,14,"[ 14.03476529  14.06438063  11.77244246  11.69904011  14.50630574
  12.09837571]"
219,A,2,2016-07-22,15,"[ 10.9138582   12.21068595  11.06810651   9.44125292   9.6739807
   6.60212317]"
220,A,2,2016-07-22,16,"[ 12.56719405  10.5746964    9.69413327   8.91739624   7.49955624
   5.02841376]"
221,A,2,2016-07-22,17,[ 8.70135989  9.57101673  8.46016892  8.46255687  7.14326849  5.1996792 ]
222,A,2,2016-07-22,18,[ 9.84354914  8.34163447  7.39319447  6.7719201   6.51633599  4.44330191]
223,A,2,2016-07-22,19,[ 8.92451367  8.31731617  8.36487145  8.6863431   8.24108173  6.65528239]
224,A,2,2016-07-22,20,"[ 10.78812579  11.93257762  10.16318311   7.50069461   5.10950209
   4.52788865]"
225,A,2,2016-07-22,21,[ 8.34140822  7.75508213  6.43379294  6.73616723  5.92723655  3.7374205 ]
226,A,2,2016-07-22,22,[ 9.72983479  9.70044395  8.82616517  8.14012761  7.19828864  4.71815195]
227,A,2,2016-07-22,23,"[ 12.70207816  11.5932623    8.75762122  10.47233591  10.67576622
   9.33293731]"
228,A,2,2016-07-22,24,"[ 10.00561005  11.39890765  10.13349433  10.1455326    9.03876553
   4.33783972]"
229,A,2,2016-07-22,25,[ 9.43872145  9.06519878  8.20931072  8.44400638  8.93579986  7.0389813 ]
230,A,2,2016-07-22,26,"[ 10.79639125  12.4032792    9.8398034    8.53920744   8.24325164
   6.1152075 ]"
231,A,2,2016-07-22,27,[ 9.05368675  9.06228603  8.80372577  7.83252451  7.70969357  5.16471301]
232,A,2,2016-07-22,28,"[ 10.4679933   10.24459691   8.01902062   8.51015194   7.92526316
   5.94659994]"
233,A,2,2016-07-22,29,"[ 10.3428669    9.24573035   7.09240426   7.12806431   7.10693401
   6.03176734]"
234,A,2,2016-07-22,30,[ 9.28347085  9.7404865   8.25171814  7.32404523  7.63832957  4.56251497]
235,A,2,2016-07-22,31,[ 8.81232186  8.81292451  8.82517842  8.16595908  7.52748329  3.0119305 ]
236,A,2,2016-07-22,32,[ 9.73669875  8.70617042  7.19234976  9.78039276  9.56695268  6.57055446]
237,A,2,2016-07-22,33,"[ 10.99316281  10.26511349   7.77010604   8.61287174   7.71954498
   7.76480445]"
238,A,2,2016-07-22,34,"[ 10.40987941  12.55152909  10.18712853   8.61292569   8.65964445
   7.73455513]"
239,A,2,2016-07-22,35,"[ 12.17743827  12.93681279  12.44080628  12.13193598  11.64756643
  10.14945279]"
240,A,2,2016-07-22,36,[ 8.87970213  9.11041644  7.71343724  7.16625657  7.33518287  4.46626888]
241,A,2,2016-07-22,37,"[ 13.44846599  14.44822123  10.08174902   8.88462788   9.20450272
   6.1797525 ]"
242,A,2,2016-07-22,38,"[  7.81964826  10.06440036   8.34062327   7.7749696    6.85792331
   6.53951377]"
243,A,2,2016-07-22,39,"[ 10.3802939   11.70597422   9.71190773   9.37473965   7.78258051
   6.22302062]"
244,A,2,2016-07-22,40,[ 9.63709485  9.69920795  8.28214681  7.83811884  8.00359547  5.4754731 ]
245,A,2,2016-07-22,41,[ 8.6915361   8.75249976  6.64443592  6.93179256  7.02111176  5.08764704]
