,intersection_id,tollgate_id,starting_time,travel_time,time_window,week,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
16,A,2,2016-10-18,49.7,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[  9.82867448  12.79826464   6.77290837   6.26959248   6.25         6.26728111],109;59;34;40;6;136,384,7.72635814889
17,A,2,2016-10-18,36.67,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 10.72834646  10.72727273  10.72555205  10.72386059  10.71428571
  10.73401736]",109;59;34;40;6;136,384,10.4717752932
18,C,1,2016-10-18,138,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 11.66848419  13.89183457  15.88235294  12.72806255  12.55520505
  12.28426396  12.43243243  13.02460203  12.29868228   8.98021309
   8.62068966   6.        ]",107;131;135;293;199;121;23;180;84;118;15;144,1550,11.231884058
19,A,3,2016-10-18,100.92,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 11.06598985   9.50080515  11.37123746  11.36363636  11.39240506
   9.54676953   8.363784     6.1716792 ]",109;59;34;40;9;198;206;197,852,8.44233055886
20,B,3,2016-10-18,152.92000000000002,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  8.9347079   11.28404669  11.0100091    1.22340426   1.97157726],78;58;121;23;197,477,3.11927805388
21,A,2,2016-10-18,34.19,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 10.68627451  12.71551724  11.00323625  10.23017903  10.          11.15668581],109;59;34;40;6;136,384,11.2313541971
22,A,2,2016-10-18,36.980000000000004,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[  9.59507042   9.67213115  11.33333333  11.36363636  11.32075472
  11.35225376]",109;59;34;40;6;136,384,10.3839913467
23,A,3,2016-10-18,183.1,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 11.2371134   13.75291375  13.99176955  13.24503311  13.04347826
  13.6176066    1.91610083   4.79318735]",109;59;34;40;9;198;206;197,852,4.65319497542
24,B,3,2016-10-18,119.71000000000001,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[ 7.84708249  9.04836193  2.17900234  5.01089325  4.83910587],78;58;121;23;197,477,3.98462952134
25,A,2,2016-10-18,39.72,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 16.36636637  16.71388102  13.99176955   6.53594771   3.40909091
   6.89655172]",109;59;34;40;6;136,384,9.66767371601
26,C,1,2016-10-18,134.45,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 11.34676564  10.38034865  22.72727273  13.97234144  13.00653595
  13.81278539  13.69047619  14.96259352  13.24921136   4.45115051
  10.71428571  10.7063197 ]",107;131;135;293;199;121;23;180;84;118;15;144,1550,11.5284492376
27,B,3,2016-10-18,90.43,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  8.19327731  10.37567084   6.2371134    4.1218638    4.15348935],78;58;121;23;197,477,5.27479818644
28,A,2,2016-10-18,64.83,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 8.02060338  9.2476489   9.13978495  8.54700855  8.57142857  3.79570193],109;59;34;40;6;136,384,5.92318371124
29,C,1,2016-10-18,158.71,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 10.76458753  14.4432194   15.71594878  14.44773176  11.16096467
   4.79207921   6.68604651  11.02941176  11.81434599  10.88560886
   9.61538462   5.1966799 ]",107;131;135;293;199;121;23;180;84;118;15;144,1550,9.76624031252
30,A,3,2016-10-18,549.98,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 5.06505576  5.70048309  4.21836228  3.63306085  3.62903226  0.64287802
  3.8404176   1.45947548]",109;59;34;40;9;198;206;197,852,1.54914724172
31,A,2,2016-10-18,57.41,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 7.14285714  8.81913303  8.27250608  4.27350427  3.19148936  6.66340029],109;59;34;40;6;136,384,6.68873018638
32,A,2,2016-10-18,121.12,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 6.45352279  6.9005848   4.70262794  3.45423143  3.59281437  1.81043663],109;59;34;40;6;136,384,3.17040951123
33,C,3,2016-10-18,104.42,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;1,"[  8.93155259  17.39707835  21.22641509  20.26279391  13.87726639
  14.20187793   3.40740741   5.89467385]",107;131;135;293;199;121;23;197,1206,11.5495115878
34,A,3,2016-10-18,169.37,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 8.2326284   9.2476489   9.23913043  9.25925926  9.27835052  8.86302596
  2.24792667  7.19766167]",109;59;34;40;9;198;206;197,852,5.03040680168
35,B,1,2016-10-18,71.78999999999999,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[ 13.2879046   11.328125    13.75        13.85542169  15.50387597
  10.592686    11.24880839  12.39669421   7.66365088]",78;58;121;23;180;84;118;15;144,821,11.4361331662
36,A,3,2016-10-18,212.71,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 11.40167364  11.38996139  13.02681992  14.28571429  14.28571429
   7.71028037   1.30264323  22.61768083]",109;59;34;40;9;198;206;197,852,4.00545343425
37,B,1,2016-10-18,144.09,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[  2.11096076  11.04761905  11.90944882  12.10526316  12.15395003
  11.73184358   2.37376785   8.92857143   8.94965817]",78;58;121;23;180;84;118;15;144,821,5.69782774655
38,A,3,2016-10-18,172.41,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 10.28301887  10.27874564  10.27190332  10.28277635  10.34482759
   6.86784599   4.09542744   2.87969595]",109;59;34;40;9;198;206;197,852,4.94170871759
39,B,3,2016-10-18,94.03999999999999,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  8.09968847  10.74074074   8.35635359   3.55486862   3.39421089],78;58;121;23;197,477,5.07230965547
40,B,1,2016-10-18,103.45,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[ 10.6557377   13.87559809   9.35808198   1.08901515  11.56069364
  10.4607721   10.18119068  11.19402985   7.04156479]",78;58;121;23;180;84;118;15;144,821,7.93620106332
41,B,1,2016-10-18,101.49,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[  6.75324675   8.80121396   6.67770419   2.22437137   9.8630137
  10.3960396   10.14617369  10.13513514  10.67457376]",78;58;121;23;180;84;118;15;144,821,8.08946694256
42,A,2,2016-10-18,55.730000000000004,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 6.89001264  6.89252336  6.89655172  6.89655172  6.89655172  6.89305626],109;59;34;40;6;136,384,6.89036425624
43,C,1,2016-10-18,136.94,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 11.4806867   14.42731278  15.78947368  14.35570799  13.49152542
  14.6311971   15.54054054  15.26717557  11.30551817   4.32709938
   8.52272727   8.50059032]",107;131;135;293;199;121;23;180;84;118;15;144,1550,11.3188257631
44,A,2,2016-10-18,97.7,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 3.91945343  3.92026578  3.91705069  3.91772772  3.92156863  3.91930836],109;59;34;40;6;136,384,3.93039918117
45,A,2,2016-10-18,47.07,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 10.84577114  10.15490534   7.69230769   6.35930048   6.           7.13162035],109;59;34;40;6;136,384,8.15806246017
46,A,3,2016-10-18,121.7,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 13.5235732   10.74681239   8.94736842  10.92896175  14.0625       4.64570624
   6.5983344    7.37827715]",109;59;34;40;9;198;206;197,852,7.00082169269
47,A,2,2016-10-18,57.59,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 4.99541705  9.29133858  9.28961749  9.28074246  9.23076923  6.60514813],109;59;34;40;6;136,384,6.66782427505
48,A,2,2016-10-18,39.55,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 10.76011846  10.96654275  10.96774194  10.95890411  10.90909091
   7.74928775]",109;59;34;40;6;136,384,9.70922882427
49,A,3,2016-10-18,175.91,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 10.10194625  10.10273973  10.08902077  10.1010101   10.11235955
   8.86699507   4.08487012   2.52855859]",109;59;34;40;9;198;206;197,852,4.8433858223
50,B,1,2016-10-18,141.8,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[  8.9347079    8.93682589   9.61080222   9.70464135  10.46511628
  10.89494163   2.72958594   5.24475524   3.61809045]",78;58;121;23;180;84;118;15;144,821,5.7898448519
51,B,1,2016-10-18,104.17,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[ 7.92682927  7.92349727  7.92403405  7.93103448  7.92602378  7.9245283
  7.92478173  7.93650794  7.92515135]",78;58;121;23;180;84;118;15;144,821,7.88134779687
52,B,1,2016-10-18,66.57,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[  9.53545232  10.88180113  18.33333333  18.25396825  18.3299389
  12.26277372  10.8956602   10.86956522   8.69040435]",78;58;121;23;180;84;118;15;144,821,12.3328826799
53,A,2,2016-10-18,59.25,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 10.4506232   10.44247788  10.14925373   9.00900901   8.95522388
   3.85815603]",109;59;34;40;6;136,384,6.48101265823
54,C,1,2016-10-18,189.34,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 10.96311475  12.32361242  14.4076841    4.97875956   7.77951525
  10.13400335  10.          13.93188854  11.96581197  11.21673004
   5.35714286   5.26700805]",107;131;135;293;199;121;23;180;84;118;15;144,1550,8.1863314672
55,B,3,2016-10-18,120.6,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  8.50599782   8.81458967   8.12625923   0.2968508   16.98275862],78;58;121;23;197,477,3.9552238806
56,C,1,2016-10-18,172.62,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,"[  7.2640869   11.93078324  11.93633952  12.09744013   8.44293594
   6.8438914    6.25         6.99844479  10.16949153  10.16365202
  10.13513514   7.73361976]",107;131;135;293;199;121;23;180;84;118;15;144,1550,8.97926080408
57,A,2,2016-10-18,49.29,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 7.80802292  7.89825971  7.90697674  7.90513834  7.89473684  7.43575724],109;59;34;40;6;136,384,7.79062690201
58,C,3,2016-10-18,188.61,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1,[ 13.14496315  13.13941825  13.14508277   5.50959007   8.34392207],107;131;135;293;197,863,4.57557923758
59,C,3,2016-10-18,184.76,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;1,"[ 13.59593393  13.58921162  13.59516616   5.25654826   4.6086151
   4.73395931   6.16621984   7.36173393]",107;131;135;293;199;121;23;197,1206,6.52738688028
60,C,3,2016-10-18,194.65,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;1,"[ 12.58823529  14.47513812  12.94343241   4.92188812   7.56653992
   4.83033932   3.89830508   4.22293676]",107;131;135;293;199;121;23;197,1206,6.1957359363
61,A,3,2016-10-18,120.02,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[  6.93384224  10.80586081  10.79365079  10.81081081  10.84337349
  11.89903846   4.21267894   7.57109915]",109;59;34;40;9;198;206;197,852,7.09881686386
62,B,1,2016-10-18,121.22,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,"[ 10.12987013   8.8820827    8.59985785   2.03000883   7.38916256   8.
   6.52654867   4.54545455   6.20155039]",78;58;121;23;180;84;118;15;144,821,6.77280976737
63,A,3,2016-10-18,116.48,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 19.96336996  19.93243243  20.          20.          20.          12.4137931
   3.61975048   6.46325459]",109;59;34;40;9;198;206;197,852,7.31456043956
64,A,3,2016-10-18,197.91,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 11.07723577  10.           6.41509434   5.45702592   6.           9.13705584
   1.75513334   6.81425112]",109;59;34;40;9;198;206;197,852,4.30498711536
65,A,3,2016-10-18,140.18,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 9.9543379   7.84574468  7.852194    7.84313725  7.82608696  9.25233645
  3.18885449  7.82366958]",109;59;34;40;9;198;206;197,852,6.07789984306
66,A,2,2016-10-18,71.34,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[  8.30159939  11.63708087   9.79827089   8.79120879   8.57142857
   3.06720794]",109;59;34;40;6;136,384,5.3826745164
67,A,2,2016-10-18,28.18,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 13.35784314  13.34841629  13.38582677  13.37792642  13.33333333
  13.35952849]",109;59;34;40;6;136,384,13.6266855926
68,A,2,2016-10-18,36.07,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 10.40076336  10.40564374  10.39755352  10.41666667  10.34482759
  10.4055088 ]",109;59;34;40;6;136,384,10.6459661769
69,C,3,2016-10-18,160.23,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;1,"[ 10.50049068  11.5826702   13.74745418   8.71505057   4.93551587
   9.95065789   1.03603604  10.24440978]",107;131;135;293;199;121;23;197,1206,7.52668039693
70,A,2,2016-10-18,71.52000000000001,21,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[  9.22946655   5.83003953  11.40939597   5.92592593   8.95522388
   3.44129555]",109;59;34;40;6;136,384,5.36912751678
71,A,3,2016-10-18,125.99000000000001,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 8.62341772  7.42138365  6.12612613  6.66666667  6.56934307  9.41512126
  6.33066994  5.05257758]",109;59;34;40;9;198;206;197,852,6.76244146361
72,A,3,2016-10-18,143.54,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[  9.53630796   4.19331912   6.640625    11.20448179  11.25        12.08791209
   3.97760185   4.85939813]",109;59;34;40;9;198;206;197,852,5.9356276996
73,A,2,2016-10-18,33.87,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[ 11.46161935  11.45631068  11.44781145  11.46131805  11.53846154
  11.45745577]",109;59;34;40;6;136,384,11.3374667848
74,B,3,2016-10-18,76.7,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[ 7.99180328  9.76430976  4.9047426   6.42458101  6.41693811],78;58;121;23;197,477,6.21903520209
75,A,2,2016-10-18,64.45,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 9.61199295  7.78364116  5.14372163  5.84795322  8.          4.46633826],109;59;34;40;6;136,384,5.95810705974
76,B,3,2016-10-18,73.48,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[ 12.4600639   10.           5.14893617   5.56900726   6.46325459],78;58;121;23;197,477,6.49156232989
77,A,2,2016-10-18,39.13,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[  9.20608108  12.1399177   12.14285714  11.11111111   8.57142857
   8.98876404]",109;59;34;40;6;136,384,9.81344237158
78,A,3,2016-10-18,56.08,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 15.05524862  15.05102041  15.04424779  15.03759399  15.          15.05703422
  15.05847953  15.06116208]",109;59;34;40;9;198;206;197,852,15.1925820257
79,A,2,2016-10-18,53.32,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,"[  9.53630796  13.53211009  10.79365079   9.7799511    8.95522388
   4.63847203]",109;59;34;40;6;136,384,7.20180045011
80,A,3,2016-10-18,118.43,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 14.99312242  12.44725738  11.40939597  10.38961039  10.34482759
  14.03260099   5.45117756   4.15348935]",109;59;34;40;9;198;206;197,852,7.1941231107
81,A,2,2016-10-18,59.83,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 7.65449438  7.65239948  5.24691358  4.79041916  6.18556701  6.22995877],109;59;34;40;6;136,384,6.4181848571
82,A,3,2016-10-18,152.69,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 8.07407407  6.75057208  6.74603175  6.77966102  7.25806452  6.28970775
  3.88605923  5.84743247]",109;59;34;40;9;198;206;197,852,5.57993319798
83,A,3,2016-10-18,153.87,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 8.78323932  6.8287037   6.30797774  5.53250346  3.47490347  8.28798661
  3.53769535  5.49205464]",109;59;34;40;9;198;206;197,852,5.53714174303
84,C,1,2016-10-18,136.51,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;2,"[ 10.17110266  14.92027335  15.15151515  10.87198516  12.80566281
  13.98843931  13.85542169  15.66579634   8.22387207]",107;131;135;293;199;121;23;180;144,1333,9.76485239177
85,B,3,2016-10-18,16.9,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[ 28.57142857  28.57142857  28.53773585  28.39506173  28.55072464],78;58;121;23;197,477,28.224852071
86,A,2,2016-10-18,86.07,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 12.5         13.53211009  12.97709924  12.01201201  12.           2.05842288],109;59;34;40;6;136,384,4.46148483792
87,A,2,2016-10-18,55.94,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 6.60205936  5.651341    7.05394191  6.75675676  7.59493671  8.0283353 ],109;59;34;40;6;136,384,6.86449767608
88,A,2,2016-10-18,72.71000000000001,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,[ 4.82728078  4.59143969  6.57640232  7.07964602  5.60747664  5.28977052],109;59;34;40;6;136,384,5.2812542979
89,B,3,2016-10-18,65.81,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  7.35849057  11.08986616  11.08058608  11.05769231   5.65929331],78;58;121;23;197,477,7.24813858076
90,B,3,2016-10-18,67.57,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[ 7.67716535  8.21529745  9.18057663  9.2         5.86833482],78;58;121;23;197,477,7.05934586355
91,B,3,2016-10-18,106.11,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  9.48905109  10.45045045   5.01450477   2.67131243   3.57466884],78;58;121;23;197,477,4.49533502969
92,B,3,2016-10-18,107.23,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,[  6.35179153   6.20320856   1.9852338   10.           9.73801285],78;58;121;23;197,477,4.44838198265
93,A,3,2016-10-18,242.24,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 6.9827034   7.88770053  7.79816514  7.79727096  7.82608696  7.00141443
  1.38496706  6.11042184]",109;59;34;40;9;198;206;197,852,3.51717305152
94,A,3,2016-10-18,219.23,22,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,"[ 10.67580803  10.76642336  10.21021021   9.38967136   9.18367347
   2.07026349   3.21925301   5.59182515]",109;59;34;40;9;198;206;197,852,3.88632942572
