intersection_id,tollgate_id,vehicle_id,starting_time,travel_seq,travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
B,1,1078305,2016-07-19 09:06:50,105#2016-07-19 09:06:50#4.46;100#2016-07-19 09:06:54#3.43;111#2016-07-19 09:06:57#8.40;103#2016-07-19 09:07:06#1.60;116#2016-07-19 09:07:08#12.53;101#2016-07-19 09:07:20#5.89;121#2016-07-19 09:07:26#8.28;106#2016-07-19 09:07:34#1.05;113#2016-07-19 09:07:36#22.96,68.96000000000001,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,17.4887892377;16.9096209913;14.4047619048;14.375;14.3655227454;14.2614601019;14.2512077295;14.2857142857;6.27177700348,78;58;121;23;180;84;118;15;144,821,11.9054524362
B,1,1026380,2016-07-19 09:14:02,105#2016-07-19 09:14:02#18.00;100#2016-07-19 09:14:20#13.38;111#2016-07-19 09:14:34#27.92;103#2016-07-19 09:15:02#5.31;116#2016-07-19 09:15:08#31.43;101#2016-07-19 09:15:39#7.09;121#2016-07-19 09:15:46#188.11;106#2016-07-19 09:18:55#0.46;113#2016-07-19 09:18:55#4.46,297.46,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,4.33333333333;4.33482810164;4.33381088825;4.33145009416;5.72701240853;11.8476727786;0.627292541598;32.6086956522;32.2869955157,78;58;121;23;180;84;118;15;144,821,2.76003496268
B,1,1070951,2016-07-19 09:26:13,105#2016-07-19 09:26:13#17.20;100#2016-07-19 09:26:30#12.79;111#2016-07-19 09:26:43#15.61;103#2016-07-19 09:26:59#2.00;116#2016-07-19 09:27:01#15.44;101#2016-07-19 09:27:16#7.74;121#2016-07-19 09:27:24#12.38;106#2016-07-19 09:27:37#1.55;113#2016-07-19 09:27:38#19.33,104.33,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,4.53488372093;4.53479280688;7.75144138373;11.5;11.6580310881;10.8527131783;9.53150242326;9.67741935484;7.44956026901,78;58;121;23;180;84;118;15;144,821,7.86926099875
B,1,1085664,2016-07-19 10:01:07,105#2016-07-19 10:01:07#6.18;100#2016-07-19 10:01:14#4.95;111#2016-07-19 10:01:19#10.50;103#2016-07-19 10:01:29#2.00;116#2016-07-19 10:01:31#16.70;101#2016-07-19 10:01:48#6.67;121#2016-07-19 10:01:55#8.84;106#2016-07-19 10:02:04#1.97;113#2016-07-19 10:02:06#14.45,73.45,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,12.6213592233;11.7171717172;11.5238095238;11.5;10.7784431138;12.5937031484;13.3484162896;7.61421319797;9.96539792388,78;58;121;23;180;84;118;15;144,821,11.1776718856
B,1,1006077,2016-07-19 10:09:54,105#2016-07-19 10:09:54#28.92;100#2016-07-19 10:10:23#21.51;111#2016-07-19 10:10:45#44.87;103#2016-07-19 10:11:30#3.69;116#2016-07-19 10:11:34#27.62;101#2016-07-19 10:12:02#10.55;121#2016-07-19 10:12:12#14.83;106#2016-07-19 10:12:27#1.88;113#2016-07-19 10:12:29#18.09,173.09,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,2.69709543568;2.69642026964;2.69667929574;6.23306233062;6.5170166546;7.96208530806;7.95684423466;7.97872340426;7.96019900498,78;58;121;23;180;84;118;15;144,821,4.74319718066
B,1,1064424,2016-07-19 10:16:06,105#2016-07-19 10:16:06#17.89;100#2016-07-19 10:16:24#13.31;111#2016-07-19 10:16:37#22.93;103#2016-07-19 10:17:00#2.77;116#2016-07-19 10:17:03#14.34;101#2016-07-19 10:17:18#7.36;121#2016-07-19 10:17:25#9.49;106#2016-07-19 10:17:35#1.27;113#2016-07-19 10:17:36#61.49,151.49,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,4.35997764114;4.35762584523;5.27692978631;8.30324909747;12.5523012552;11.4130434783;12.4341412013;11.811023622;2.34184420231,78;58;121;23;180;84;118;15;144,821,5.41949963694
B,1,1072818,2016-07-19 10:31:05,105#2016-07-19 10:31:05#10.27;100#2016-07-19 10:31:16#6.08;111#2016-07-19 10:31:22#31.62;103#2016-07-19 10:31:53#4.63;116#2016-07-19 10:31:58#14.55;101#2016-07-19 10:32:13#6.03;121#2016-07-19 10:32:19#36.12;106#2016-07-19 10:32:55#0.80;113#2016-07-19 10:32:56#9.52,120.52,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,7.59493670886;9.53947368421;3.82669196711;4.96760259179;12.3711340206;13.9303482587;3.26688815061;18.75;15.1260504202,78;58;121;23;180;84;118;15;144,821,6.81214736143
B,1,1063653,2016-07-19 10:38:25,105#2016-07-19 10:38:25#8.31;100#2016-07-19 10:38:33#7.63;111#2016-07-19 10:38:40#85.18;103#2016-07-19 10:40:06#8.63;116#2016-07-19 10:40:16#45.54;101#2016-07-19 10:41:02#7.09;121#2016-07-19 10:41:09#10.74;106#2016-07-19 10:41:19#1.63;113#2016-07-19 10:41:21#44.67,220.67000000000002,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,9.38628158845;7.60157273919;1.42052124912;2.6651216686;3.95256916996;11.8476727786;10.9869646182;9.20245398773;3.22364002686,78;58;121;23;180;84;118;15;144,821,3.72048760593
B,1,1064933,2016-07-19 10:57:59,105#2016-07-19 10:57:59#7.83;100#2016-07-19 10:58:06#5.46;111#2016-07-19 10:58:12#11.18;103#2016-07-19 10:58:23#2.05;116#2016-07-19 10:58:26#13.31;101#2016-07-19 10:58:39#6.60;121#2016-07-19 10:58:45#10.62;106#2016-07-19 10:58:56#1.34;113#2016-07-19 10:58:57#21.57,79.57,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,9.96168582375;10.6227106227;10.8228980322;11.2195121951;13.5236664162;12.7272727273;11.1111111111;11.1940298507;6.67593880389,78;58;121;23;180;84;118;15;144,821,10.3179590298
B,1,1043172,2016-07-19 11:06:30,105#2016-07-19 11:06:30#5.12;100#2016-07-19 11:06:35#3.81;111#2016-07-19 11:06:39#7.95;103#2016-07-19 11:06:47#1.51;116#2016-07-19 11:06:49#11.82;101#2016-07-19 11:07:01#5.52;121#2016-07-19 11:07:06#7.75;106#2016-07-19 11:07:14#0.99;113#2016-07-19 11:07:15#9.46,54.46,998.7000,1003.5000,218.0000,2.0000,31.5000,69.0000,0.0000,2;1;4;4;3;1;1;1;2,15.234375;15.2230971129;15.2201257862;15.2317880795;15.2284263959;15.2173913043;15.2258064516;15.1515151515;15.221987315,78;58;121;23;180;84;118;15;144,821,15.0752846126
B,1,1063605,2016-07-19 12:16:30,105#2016-07-19 12:16:30#12.00;100#2016-07-19 12:16:42#9.22;111#2016-07-19 12:16:51#28.46;103#2016-07-19 12:17:20#2.64;116#2016-07-19 12:17:23#15.65;101#2016-07-19 12:17:39#7.96;121#2016-07-19 12:17:47#11.50;106#2016-07-19 12:17:58#21.32;113#2016-07-19 12:18:19#36.29,145.29,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,6.5;6.29067245119;4.25158116655;8.71212121212;11.5015974441;10.5527638191;10.2608695652;0.703564727955;3.96803527142,78;58;121;23;180;84;118;15;144,821,5.65076743066
B,1,1064418,2016-07-19 12:26:31,105#2016-07-19 12:26:31#8.39;100#2016-07-19 12:26:39#4.78;111#2016-07-19 12:26:44#8.34;103#2016-07-19 12:26:52#1.43;116#2016-07-19 12:26:54#11.00;101#2016-07-19 12:27:05#5.81;121#2016-07-19 12:27:11#9.02;106#2016-07-19 12:27:20#1.25;113#2016-07-19 12:27:21#27.44,77.44,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,9.29678188319;12.1338912134;14.5083932854;16.0839160839;16.3636363636;14.4578313253;13.0820399113;12.0;5.24781341108,78;58;121;23;180;84;118;15;144,821,10.6017561983
B,1,1065797,2016-07-19 12:29:00,105#2016-07-19 12:29:00#9.84;100#2016-07-19 12:29:10#4.13;111#2016-07-19 12:29:14#8.36;103#2016-07-19 12:29:23#1.43;116#2016-07-19 12:29:24#10.50;101#2016-07-19 12:29:35#6.15;121#2016-07-19 12:29:41#8.30;106#2016-07-19 12:29:49#1.09;113#2016-07-19 12:29:50#15.29,65.28999999999999,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,7.92682926829;14.0435835351;14.4736842105;16.0839160839;17.1428571429;13.6585365854;14.2168674699;13.7614678899;9.41792020929,78;58;121;23;180;84;118;15;144,821,12.5746668709
B,1,1002758,2016-07-19 12:58:46,105#2016-07-19 12:58:46#2.27;100#2016-07-19 12:58:48#1.69;111#2016-07-19 12:58:50#3.52;103#2016-07-19 12:58:53#0.67;116#2016-07-19 12:58:54#5.23;101#2016-07-19 12:58:59#2.44;121#2016-07-19 12:59:02#3.43;106#2016-07-19 12:59:05#0.44;113#2016-07-19 12:59:05#4.19,23.19,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,34.3612334802;34.3195266272;34.375;34.328358209;34.4168260038;34.4262295082;34.4023323615;34.0909090909;34.3675417661,78;58;121;23;180;84;118;15;144,821,35.4031910306
B,1,1027709,2016-07-19 13:24:43,105#2016-07-19 13:24:43#11.02;100#2016-07-19 13:24:54#5.83;111#2016-07-19 13:24:59#9.65;103#2016-07-19 13:25:09#1.68;116#2016-07-19 13:25:11#12.10;101#2016-07-19 13:25:23#5.44;121#2016-07-19 13:25:29#8.72;106#2016-07-19 13:25:37#1.27;113#2016-07-19 13:25:39#33.19,89.19,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,7.0780399274;9.94854202401;12.5388601036;13.6904761905;14.8760330579;15.4411764706;13.5321100917;11.811023622;4.33865622175,78;58;121;23;180;84;118;15;144,821,9.20506783272
B,1,1056929,2016-07-19 13:35:50,105#2016-07-19 13:35:50#15.69;100#2016-07-19 13:36:06#11.67;111#2016-07-19 13:36:18#24.34;103#2016-07-19 13:36:42#4.63;116#2016-07-19 13:36:47#36.20;101#2016-07-19 13:37:24#16.90;121#2016-07-19 13:37:40#23.73;106#2016-07-19 13:38:04#3.02;113#2016-07-19 13:38:07#55.11,192.11,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,4.97131931166;4.97000856898;4.97124075596;4.96760259179;4.97237569061;4.97041420118;4.97260851243;4.96688741722;2.61295590637,78;58;121;23;180;84;118;15;144,821,4.27359325386
B,1,1014691,2016-07-19 13:47:38,105#2016-07-19 13:47:38#8.74;100#2016-07-19 13:47:46#5.89;111#2016-07-19 13:47:52#12.07;103#2016-07-19 13:48:04#2.28;116#2016-07-19 13:48:07#17.87;101#2016-07-19 13:48:25#8.34;121#2016-07-19 13:48:33#11.71;106#2016-07-19 13:48:45#1.49;113#2016-07-19 13:48:46#14.29,82.28999999999999,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,8.92448512586;9.84719864177;10.0248550124;10.0877192982;10.0727476217;10.071942446;10.0768573868;10.067114094;10.0769769069,78;58;121;23;180;84;118;15;144,821,9.97691092478
B,1,1071657,2016-07-19 13:51:02,105#2016-07-19 13:51:02#6.24;100#2016-07-19 13:51:09#4.87;111#2016-07-19 13:51:14#8.10;103#2016-07-19 13:51:22#1.31;116#2016-07-19 13:51:23#11.26;101#2016-07-19 13:51:35#7.50;121#2016-07-19 13:51:42#10.13;106#2016-07-19 13:51:52#1.27;113#2016-07-19 13:51:53#37.64,88.64,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,12.5;11.909650924;14.9382716049;17.5572519084;15.9857904085;11.2;11.6485686081;11.811023622;3.825717322,78;58;121;23;180;84;118;15;144,821,9.26218411552
B,1,1058163,2016-07-19 13:58:25,105#2016-07-19 13:58:25#10.55;100#2016-07-19 13:58:35#7.85;111#2016-07-19 13:58:43#16.37;103#2016-07-19 13:59:00#3.11;116#2016-07-19 13:59:03#24.35;101#2016-07-19 13:59:28#11.36;121#2016-07-19 13:59:39#14.12;106#2016-07-19 13:59:53#1.23;113#2016-07-19 13:59:54#38.91,127.91,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,7.39336492891;7.38853503185;7.39156994502;7.39549839228;7.39219712526;7.39436619718;8.35694050992;12.1951219512;3.70084811103,78;58;121;23;180;84;118;15;144,821,6.41857556094
B,1,1065551,2016-07-19 14:09:20,105#2016-07-19 14:09:20#11.31;100#2016-07-19 14:09:31#6.71;111#2016-07-19 14:09:38#12.40;103#2016-07-19 14:09:50#2.36;116#2016-07-19 14:09:53#18.44;101#2016-07-19 14:10:11#8.60;121#2016-07-19 14:10:20#12.09;106#2016-07-19 14:10:32#1.54;113#2016-07-19 14:10:33#15.19,88.19,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,6.89655172414;8.64381520119;9.75806451613;9.74576271186;9.76138828633;9.76744186047;9.76013234078;9.74025974026;9.47992100066,78;58;121;23;180;84;118;15;144,821,9.30944551536
B,1,1000026,2016-07-19 14:11:18,105#2016-07-19 14:11:18#30.28;100#2016-07-19 14:11:48#22.51;111#2016-07-19 14:12:10#60.34;103#2016-07-19 14:13:11#12.30;116#2016-07-19 14:13:25#80.14;101#2016-07-19 14:14:46#27.72;121#2016-07-19 14:15:13#38.94;106#2016-07-19 14:15:52#4.95;113#2016-07-19 14:15:57#26.70,305.7,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,2.57595772787;2.57663260773;2.00530328141;1.86991869919;2.24606937859;3.0303030303;3.0303030303;3.0303030303;5.39325842697,78;58;121;23;180;84;118;15;144,821,2.68563951587
B,1,1065643,2016-07-19 14:17:47,105#2016-07-19 14:17:47#10.42;100#2016-07-19 14:17:57#5.96;111#2016-07-19 14:18:03#34.23;103#2016-07-19 14:18:37#4.02;116#2016-07-19 14:18:42#16.92;101#2016-07-19 14:18:59#6.71;121#2016-07-19 14:19:05#46.03;106#2016-07-19 14:19:51#1.03;113#2016-07-19 14:19:52#21.04,146.04,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,7.48560460653;9.73154362416;3.53491089687;5.72139303483;10.6382978723;12.5186289121;2.5635455138;14.5631067961;6.84410646388,78;58;121;23;180;84;118;15;144,821,5.62174746645
B,1,1056530,2016-07-19 14:23:45,105#2016-07-19 14:23:45#11.27;100#2016-07-19 14:23:57#6.02;111#2016-07-19 14:24:03#11.09;103#2016-07-19 14:24:14#1.83;116#2016-07-19 14:24:16#13.81;101#2016-07-19 14:24:30#6.36;121#2016-07-19 14:24:36#10.73;106#2016-07-19 14:24:47#1.47;113#2016-07-19 14:24:48#44.98,107.97999999999999,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,6.92102928128;9.63455149502;10.9107303877;12.5683060109;13.0340333092;13.2075471698;10.9972041007;10.2040816327;3.2014228546,78;58;121;23;180;84;118;15;144,821,7.60325986294
B,1,1006579,2016-07-19 14:28:24,105#2016-07-19 14:28:24#22.10;100#2016-07-19 14:28:46#16.43;111#2016-07-19 14:29:02#34.28;103#2016-07-19 14:29:36#6.52;116#2016-07-19 14:29:44#37.75;101#2016-07-19 14:30:22#6.94;121#2016-07-19 14:30:29#10.77;106#2016-07-19 14:30:40#1.90;113#2016-07-19 14:30:42#75.59,213.59,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,3.52941176471;3.53012781497;3.52975495916;3.52760736196;4.76821192053;12.1037463977;10.95636026;7.89473684211;1.90501389073,78;58;121;23;180;84;118;15;144,821,3.84381291259
B,1,1079759,2016-07-19 14:40:40,105#2016-07-19 14:40:40#11.58;100#2016-07-19 14:40:51#6.89;111#2016-07-19 14:40:58#11.42;103#2016-07-19 14:41:09#1.63;116#2016-07-19 14:41:11#10.61;101#2016-07-19 14:41:22#4.90;121#2016-07-19 14:41:27#7.86;106#2016-07-19 14:41:35#1.15;113#2016-07-19 14:41:36#26.62,82.62,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,6.73575129534;8.41799709724;10.5954465849;14.1104294479;16.9651272385;17.1428571429;15.0127226463;13.0434782609;5.40946656649,78;58;121;23;180;84;118;15;144,821,9.93706124425
B,1,1054913,2016-07-19 14:54:44,105#2016-07-19 14:54:44#5.49;100#2016-07-19 14:54:50#3.62;111#2016-07-19 14:54:53#7.55;103#2016-07-19 14:55:01#1.43;116#2016-07-19 14:55:03#11.23;101#2016-07-19 14:55:14#5.24;121#2016-07-19 14:55:19#7.36;106#2016-07-19 14:55:27#0.94;113#2016-07-19 14:55:27#8.98,51.980000000000004,1000.2000,1005.0000,215.0000,0.7000,30.0000,77.0000,0.0000,2;1;4;4;3;1;1;1;2,14.2076502732;16.0220994475;16.0264900662;16.0839160839;16.0284951024;16.0305343511;16.0326086957;15.9574468085;16.0356347439,78;58;121;23;180;84;118;15;144,821,15.7945363601
B,1,1002003,2016-07-19 15:27:00,105#2016-07-19 15:27:00#15.31;100#2016-07-19 15:27:15#11.39;111#2016-07-19 15:27:26#21.82;103#2016-07-19 15:27:48#3.58;116#2016-07-19 15:27:52#28.04;101#2016-07-19 15:28:21#13.09;121#2016-07-19 15:28:34#18.38;106#2016-07-19 15:28:52#2.34;113#2016-07-19 15:28:54#13.24,127.24,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,2;1;4;4;3;1;1;1;2,5.0947093403;5.09218612818;5.54537121907;6.42458100559;6.41940085592;6.41711229947;6.42002176279;6.41025641026;10.8761329305,78;58;121;23;180;84;118;15;144,821,6.45237346746
