intersection_id,tollgate_id,vehicle_id,starting_time,travel_seq,travel_time,time_window,week,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
C,3,1002720,2016-07-19 16:18:33,115#2016-07-19 16:18:33#11.64;102#2016-07-19 16:18:44#12.88;109#2016-07-19 16:18:57#10.89;104#2016-07-19 16:19:08#33.75;112#2016-07-19 16:19:42#35.98;111#2016-07-19 16:20:18#21.88;103#2016-07-19 16:20:40#4.16;122#2016-07-19 16:20:47#35.62,169.62,48,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,9.19243986254;10.1708074534;12.3966942149;8.68148148148;5.53085047248;5.53016453382;5.52884615385;5.53060078608,107;131;135;293;199;121;23;197,1206,7.11001061196
C,3,1055963,2016-07-19 16:24:35,115#2016-07-19 16:24:35#9.41;102#2016-07-19 16:24:45#9.43;109#2016-07-19 16:24:54#8.98;104#2016-07-19 16:25:03#22.01;112#2016-07-19 16:25:25#17.36;111#2016-07-19 16:25:43#20.89;103#2016-07-19 16:26:04#18.80;122#2016-07-19 16:26:36#80.98,201.98000000000002,49,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,11.3708820404;13.8918345705;15.0334075724;13.3121308496;11.4631336406;5.79224509335;1.22340425532;2.43269943196,107;131;135;293;199;121;23;197,1206,5.97088820675
C,3,1070952,2016-07-19 16:30:49,115#2016-07-19 16:30:49#9.68;102#2016-07-19 16:30:58#9.10;109#2016-07-19 16:31:07#8.89;104#2016-07-19 16:31:16#45.25;112#2016-07-19 16:32:01#21.53;111#2016-07-19 16:32:23#52.41;103#2016-07-19 16:33:15#8.00;122#2016-07-19 16:33:29#122.64,282.64,49,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,11.0537190083;14.3956043956;15.1856017998;6.47513812155;9.2429168602;2.30871970998;2.875;1.60632746249,107;131;135;293;199;121;23;197,1206,4.26691197283
C,3,1064144,2016-07-19 16:33:33,115#2016-07-19 16:33:33#9.43;102#2016-07-19 16:33:43#10.38;109#2016-07-19 16:33:53#14.09;104#2016-07-19 16:34:07#45.22;112#2016-07-19 16:34:52#42.62;111#2016-07-19 16:35:35#44.67;103#2016-07-19 16:36:20#2.21;122#2016-07-19 16:36:23#92.93,262.93,49,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,11.3467656416;12.6204238921;9.58126330731;6.47943387881;4.66916940404;2.70875307813;10.407239819;2.11987517486,107;131;135;293;199;121;23;197,1206,4.58677214468
C,3,1016453,2016-07-19 16:41:44,115#2016-07-19 16:41:44#10.31;102#2016-07-19 16:41:54#8.99;109#2016-07-19 16:42:03#8.92;104#2016-07-19 16:42:12#20.69;112#2016-07-19 16:42:33#14.64;111#2016-07-19 16:42:47#10.79;103#2016-07-19 16:42:58#2.08;122#2016-07-19 16:43:01#18.50,95.5,50,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,10.3782735209;14.5717463849;15.134529148;14.1614306428;13.5928961749;11.2140871177;11.0576923077;10.6486486486,107;131;135;293;199;121;23;197,1206,12.6282722513
C,3,1014912,2016-07-19 17:09:48,115#2016-07-19 17:09:48#6.59;102#2016-07-19 17:09:55#6.66;109#2016-07-19 17:10:02#6.37;104#2016-07-19 17:10:08#15.86;112#2016-07-19 17:10:24#12.76;111#2016-07-19 17:10:37#16.18;103#2016-07-19 17:10:53#1.73;122#2016-07-19 17:10:56#32.09,100.09,51,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,16.2367223065;19.6696696697;21.1930926217;18.474148802;15.5956112853;7.478368356;13.2947976879;6.1389841072,107;131;135;293;199;121;23;197,1206,12.0491557598
C,3,1064419,2016-07-19 17:21:08,115#2016-07-19 17:21:08#8.56;102#2016-07-19 17:21:17#10.48;109#2016-07-19 17:21:27#10.68;104#2016-07-19 17:21:38#16.28;112#2016-07-19 17:21:54#13.10;111#2016-07-19 17:22:07#92.40;103#2016-07-19 17:23:40#1.44;122#2016-07-19 17:23:42#22.40,176.4,52,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,12.5;12.5;12.6404494382;17.9975429975;15.1908396947;1.30952380952;15.9722222222;8.79464285714,107;131;135;293;199;121;23;197,1206,6.83673469388
C,3,1058177,2016-07-19 17:30:32,115#2016-07-19 17:30:32#8.68;102#2016-07-19 17:30:41#10.43;109#2016-07-19 17:30:51#10.64;104#2016-07-19 17:31:02#18.88;112#2016-07-19 17:31:21#15.56;111#2016-07-19 17:31:37#53.74;103#2016-07-19 17:32:30#1.54;122#2016-07-19 17:32:33#24.67,145.67000000000002,52,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,12.3271889401;12.5599232982;12.6879699248;15.5190677966;12.7892030848;2.25158168962;14.9350649351;7.98540737738,107;131;135;293;199;121;23;197,1206,8.27898675088
C,3,1085986,2016-07-19 17:36:36,115#2016-07-19 17:36:36#9.74;102#2016-07-19 17:36:45#9.41;109#2016-07-19 17:36:55#9.42;104#2016-07-19 17:37:04#25.57;112#2016-07-19 17:37:30#68.67;111#2016-07-19 17:38:38#25.81;103#2016-07-19 17:39:04#3.22;122#2016-07-19 17:39:10#42.27,196.27,52,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,10.9856262834;13.921360255;14.3312101911;11.4587407118;2.89791757682;4.68810538551;7.14285714286;4.6605157322,107;131;135;293;199;121;23;197,1206,6.144596729
C,3,1065814,2016-07-19 17:42:42,115#2016-07-19 17:42:42#10.00;102#2016-07-19 17:42:52#8.98;109#2016-07-19 17:43:01#7.88;104#2016-07-19 17:43:09#23.35;112#2016-07-19 17:43:33#72.62;111#2016-07-19 17:44:45#46.52;103#2016-07-19 17:45:32#1.12;122#2016-07-19 17:45:34#31.77,203.77,53,1,1001.0000,1005.8000,202.0000,1.5000,29.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,10.7;14.5879732739;17.1319796954;12.5481798715;2.7402919306;2.60103181427;20.5357142857;6.20081838212,107;131;135;293;199;121;23;197,1206,5.91843745399
C,3,1078627,2016-07-19 18:16:30,115#2016-07-19 18:16:30#6.18;102#2016-07-19 18:16:36#8.25;109#2016-07-19 18:16:45#8.19;104#2016-07-19 18:16:53#40.75;112#2016-07-19 18:17:34#24.14;111#2016-07-19 18:17:58#15.90;103#2016-07-19 18:18:14#6.93;122#2016-07-19 18:18:22#22.43,134.43,54,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,17.3139158576;15.8787878788;16.4835164835;7.19018404908;8.24357912179;7.61006289308;3.3189033189;8.78288007133,107;131;135;293;199;121;23;197,1206,8.97121178308
C,3,1056259,2016-07-19 18:26:42,115#2016-07-19 18:26:42#9.35;102#2016-07-19 18:26:52#10.19;109#2016-07-19 18:27:02#8.66;104#2016-07-19 18:27:11#19.44;112#2016-07-19 18:27:30#66.60;111#2016-07-19 18:28:37#15.41;103#2016-07-19 18:28:52#2.25;122#2016-07-19 18:28:56#43.69,177.69,55,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,11.4438502674;12.8557409225;15.5889145497;15.0720164609;2.98798798799;7.85204412719;10.2222222222;4.50904097047,107;131;135;293;199;121;23;197,1206,6.78710113118
C,3,1085987,2016-07-19 18:28:23,115#2016-07-19 18:28:23#14.91;102#2016-07-19 18:28:38#11.91;109#2016-07-19 18:28:49#10.29;104#2016-07-19 18:29:00#33.56;112#2016-07-19 18:29:33#107.31;111#2016-07-19 18:31:21#105.48;103#2016-07-19 18:33:06#2.77;122#2016-07-19 18:33:11#29.12,317.12,55,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,7.17639168343;10.9991603694;13.1195335277;8.73063170441;1.8544404063;1.14713689799;8.30324909747;6.76510989011,107;131;135;293;199;121;23;197,1206,3.80297679112
C,3,1071509,2016-07-19 18:28:57,115#2016-07-19 18:28:57#15.41;102#2016-07-19 18:29:12#11.14;109#2016-07-19 18:29:23#10.08;104#2016-07-19 18:29:34#22.87;112#2016-07-19 18:29:56#62.53;111#2016-07-19 18:30:59#117.98;103#2016-07-19 18:32:57#1.73;122#2016-07-19 18:33:00#24.23,267.23,55,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,6.9435431538;11.7594254937;13.3928571429;12.8115435068;3.18247241324;1.02559755891;13.2947976879;8.13041683863,107;131;135;293;199;121;23;197,1206,4.51296635857
C,3,1016785,2016-07-19 18:48:23,115#2016-07-19 18:48:23#11.04;102#2016-07-19 18:48:34#11.61;109#2016-07-19 18:48:46#11.97;104#2016-07-19 18:48:58#25.36;112#2016-07-19 18:49:23#67.80;111#2016-07-19 18:50:31#11.57;103#2016-07-19 18:50:43#2.70;122#2016-07-19 18:50:47#32.96,176.96,56,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,9.69202898551;11.2833763997;11.2781954887;11.5536277603;2.93510324484;10.4580812446;8.51851851852;5.97694174757,107;131;135;293;199;121;23;197,1206,6.8150994575
C,3,1085859,2016-07-19 19:11:15,115#2016-07-19 19:11:15#10.38;102#2016-07-19 19:11:26#12.77;109#2016-07-19 19:11:38#12.70;104#2016-07-19 19:11:51#27.88;112#2016-07-19 19:12:19#70.52;111#2016-07-19 19:13:30#43.00;103#2016-07-19 19:14:13#2.94;122#2016-07-19 19:14:16#27.12,208.12,57,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,10.3082851638;10.2584181676;10.6299212598;10.5093256815;2.82189449801;2.81395348837;7.8231292517;7.26401179941,107;131;135;293;199;121;23;197,1206,5.79473380742
C,3,1064409,2016-07-19 19:25:34,115#2016-07-19 19:25:34#10.80;102#2016-07-19 19:25:45#12.62;109#2016-07-19 19:25:58#15.17;104#2016-07-19 19:26:13#37.22;112#2016-07-19 19:26:50#56.39;111#2016-07-19 19:27:47#93.63;103#2016-07-19 19:29:20#1.81;122#2016-07-19 19:29:23#31.34,260.34,58,1,999.6000,1004.4000,198.0000,2.1000,27.7000,88.0000,0.0000,3;3;3;3;3;4;4;1,9.90740740741;10.3803486529;8.89914304548;7.87211176787;3.52899450257;1.29232083734;12.7071823204;6.28589661774,107;131;135;293;199;121;23;197,1206,4.63240377967
