intersection_id,tollgate_id,vehicle_id,starting_time,travel_seq,travel_time,time_window,week,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
A,3,1042861,2016-10-18 06:16:12,110#2016-10-18 06:16:12#3.27;123#2016-10-18 06:16:15#1.77;107#2016-10-18 06:16:17#1.02;108#2016-10-18 06:16:18#1.20;119#2016-10-18 06:16:19#0.27;114#2016-10-18 06:16:20#5.93;118#2016-10-18 06:16:26#6.17;122#2016-10-18 06:16:32#5.90,25.9,18,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,33.3333333333;33.3333333333;33.3333333333;33.3333333333;33.3333333333;33.389544688;33.3873581848;33.3898305085,109;59;34;40;9;198;206;197,852,32.8957528958
A,2,1003226,2016-10-18 06:16:24,110#2016-10-18 06:16:24#10.06;123#2016-10-18 06:16:34#5.45;107#2016-10-18 06:16:39#3.14;108#2016-10-18 06:16:42#6.86;120#2016-10-18 06:16:49#1.04;117#2016-10-18 06:16:50#34.44,60.44,18,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,10.8349900596;10.8256880734;10.8280254777;5.83090379009;5.76923076923;3.94889663182,109;59;34;40;6;136,384,6.35340833885
C,1,1018917,2016-10-18 06:17:10,115#2016-10-18 06:17:10#11.23;112#2016-10-18 06:17:53#12.59;111#2016-10-18 06:18:05#7.82;103#2016-10-18 06:18:13#1.48;116#2016-10-18 06:18:15#12.02;101#2016-10-18 06:18:27#5.85;121#2016-10-18 06:18:33#8.59;106#2016-10-18 06:18:41#1.75;113#2016-10-18 06:18:43#32.03,125.03,18,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;4;4;3;1;1;1;2,9.52804986643;15.8061953932;15.4731457801;15.5405405405;14.9750415973;14.358974359;13.736903376;8.57142857143;4.49578520137,107;199;121;23;180;84;118;15;144,991,7.92609773654
A,2,1018118,2016-10-18 06:18:18,110#2016-10-18 06:18:18#11.19;123#2016-10-18 06:18:29#6.06;107#2016-10-18 06:18:35#3.22;108#2016-10-18 06:18:39#3.33;120#2016-10-18 06:18:42#0.50;117#2016-10-18 06:18:43#17.22,42.22,18,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,9.74084003575;9.73597359736;10.5590062112;12.012012012;12.0;7.89779326365,109;59;34;40;6;136,384,9.09521553766
A,2,1022678,2016-10-18 06:19:40,110#2016-10-18 06:19:40#9.74;123#2016-10-18 06:19:50#4.71;107#2016-10-18 06:19:55#3.08;108#2016-10-18 06:19:58#4.27;120#2016-10-18 06:20:02#0.81;117#2016-10-18 06:20:03#17.20,40.2,18,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,11.1909650924;12.5265392781;11.038961039;9.36768149883;7.40740740741;7.90697674419,109;59;34;40;6;136,384,9.55223880597
B,1,1009802,2016-10-18 06:23:35,105#2016-10-18 06:23:35#3.91;100#2016-10-18 06:23:39#2.81;111#2016-10-18 06:23:41#5.58;103#2016-10-18 06:23:47#1.05;116#2016-10-18 06:23:48#7.46;101#2016-10-18 06:23:56#3.45;121#2016-10-18 06:23:59#5.84;106#2016-10-18 06:24:05#0.79;113#2016-10-18 06:24:06#17.68,48.68,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,19.9488491049;20.640569395;21.6845878136;21.9047619048;24.1286863271;24.347826087;20.2054794521;18.9873417722;8.14479638009,78;58;121;23;180;84;118;15;144,821,16.8652423993
A,2,1018937,2016-10-18 06:23:54,110#2016-10-18 06:23:54#11.09;123#2016-10-18 06:24:06#4.61;107#2016-10-18 06:24:10#5.02;108#2016-10-18 06:24:15#6.38;120#2016-10-18 06:24:22#0.96;117#2016-10-18 06:24:22#21.70,49.7,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,9.82867448151;12.7982646421;6.77290836653;6.26959247649;6.25;6.26728110599,109;59;34;40;6;136,384,7.72635814889
A,2,1008599,2016-10-18 06:25:10,110#2016-10-18 06:25:10#10.16;123#2016-10-18 06:25:21#5.50;107#2016-10-18 06:25:26#3.17;108#2016-10-18 06:25:29#3.73;120#2016-10-18 06:25:33#0.56;117#2016-10-18 06:25:34#12.67,36.67,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,10.7283464567;10.7272727273;10.7255520505;10.7238605898;10.7142857143;10.7340173639,109;59;34;40;6;136,384,10.4717752932
C,1,1010394,2016-10-18 06:26:37,115#2016-10-18 06:26:37#9.17;102#2016-10-18 06:26:46#9.43;109#2016-10-18 06:26:56#8.50;104#2016-10-18 06:27:04#23.02;112#2016-10-18 06:27:27#15.85;111#2016-10-18 06:27:43#9.85;103#2016-10-18 06:27:53#1.85;116#2016-10-18 06:27:55#13.82;101#2016-10-18 06:28:09#6.83;121#2016-10-18 06:28:16#13.14;106#2016-10-18 06:28:29#1.74;113#2016-10-18 06:28:31#24.00,138,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,11.6684841876;13.8918345705;15.8823529412;12.7280625543;12.5552050473;12.2842639594;12.4324324324;13.024602026;12.298682284;8.9802130898;8.62068965517;6.0,107;131;135;293;199;121;23;180;84;118;15;144,1550,11.231884058
A,3,1007888,2016-10-18 06:26:44,110#2016-10-18 06:26:44#9.85;123#2016-10-18 06:26:54#6.21;107#2016-10-18 06:27:00#2.99;108#2016-10-18 06:27:03#3.52;119#2016-10-18 06:27:07#0.79;114#2016-10-18 06:27:07#20.74;118#2016-10-18 06:27:28#24.63;122#2016-10-18 06:27:53#31.92,100.92,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,11.0659898477;9.50080515298;11.3712374582;11.3636363636;11.3924050633;9.54676952748;8.36378400325;6.17167919799,109;59;34;40;9;198;206;197,852,8.44233055886
B,3,1006634,2016-10-18 06:30:23,105#2016-10-18 06:30:23#8.73;100#2016-10-18 06:30:32#5.14;111#2016-10-18 06:30:37#10.99;103#2016-10-18 06:30:48#18.80;122#2016-10-18 06:31:16#99.92,152.92000000000002,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,8.93470790378;11.2840466926;11.0100090992;1.22340425532;1.97157726181,78;58;121;23;197,477,3.11927805388
A,2,1002214,2016-10-18 06:30:37,110#2016-10-18 06:30:37#10.20;123#2016-10-18 06:30:47#4.64;107#2016-10-18 06:30:52#3.09;108#2016-10-18 06:30:55#3.91;120#2016-10-18 06:30:59#0.60;117#2016-10-18 06:30:59#12.19,34.19,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,10.6862745098;12.7155172414;11.003236246;10.2301790281;10.0;11.156685808,109;59;34;40;6;136,384,11.2313541971
A,2,1006552,2016-10-18 06:32:14,110#2016-10-18 06:32:14#11.36;123#2016-10-18 06:32:26#6.10;107#2016-10-18 06:32:32#3.00;108#2016-10-18 06:32:35#3.52;120#2016-10-18 06:32:38#0.53;117#2016-10-18 06:32:39#11.98,36.980000000000004,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,9.59507042254;9.67213114754;11.3333333333;11.3636363636;11.320754717;11.3522537563,109;59;34;40;6;136,384,10.3839913467
A,3,1019091,2016-10-18 06:32:14,110#2016-10-18 06:32:14#9.70;123#2016-10-18 06:32:24#4.29;107#2016-10-18 06:32:28#2.43;108#2016-10-18 06:32:31#3.02;119#2016-10-18 06:32:34#0.69;114#2016-10-18 06:32:34#14.54;118#2016-10-18 06:32:49#107.51;122#2016-10-18 06:34:36#41.10,183.1,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,11.2371134021;13.7529137529;13.9917695473;13.2450331126;13.0434782609;13.6176066025;1.91610082783;4.79318734793,109;59;34;40;9;198;206;197,852,4.65319497542
B,3,1016967,2016-10-18 06:35:50,105#2016-10-18 06:35:50#9.94;100#2016-10-18 06:36:00#6.41;111#2016-10-18 06:36:07#55.53;103#2016-10-18 06:37:02#4.59;122#2016-10-18 06:37:09#40.71,119.71000000000001,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,7.84708249497;9.04836193448;2.17900234108;5.01089324619;4.83910587079,78;58;121;23;197,477,3.98462952134
A,2,1010221,2016-10-18 06:36:10,110#2016-10-18 06:36:10#6.66;123#2016-10-18 06:36:16#3.53;107#2016-10-18 06:36:20#2.43;108#2016-10-18 06:36:22#6.12;120#2016-10-18 06:36:28#1.76;117#2016-10-18 06:36:30#19.72,39.72,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,16.3663663664;16.7138810198;13.9917695473;6.53594771242;3.40909090909;6.89655172414,109;59;34;40;6;136,384,9.66767371601
C,1,1025361,2016-10-18 06:37:20,115#2016-10-18 06:37:20#9.43;102#2016-10-18 06:37:30#12.62;109#2016-10-18 06:37:42#5.94;104#2016-10-18 06:37:48#20.97;112#2016-10-18 06:38:09#15.30;111#2016-10-18 06:38:24#8.76;103#2016-10-18 06:38:33#1.68;116#2016-10-18 06:38:35#12.03;101#2016-10-18 06:38:47#6.34;121#2016-10-18 06:38:54#26.51;106#2016-10-18 06:39:20#1.40;113#2016-10-18 06:39:21#13.45,134.45,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,11.3467656416;10.3803486529;22.7272727273;13.9723414402;13.0065359477;13.8127853881;13.6904761905;14.9625935162;13.2492113565;4.45115050924;10.7142857143;10.7063197026,107;131;135;293;199;121;23;180;84;118;15;144,1550,11.5284492376
B,3,1000813,2016-10-18 06:39:06,105#2016-10-18 06:39:06#9.52;100#2016-10-18 06:39:15#5.59;111#2016-10-18 06:39:21#19.40;103#2016-10-18 06:39:40#5.58;122#2016-10-18 06:39:49#47.43,90.43,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,8.19327731092;10.3756708408;6.23711340206;4.12186379928;4.15348935273,78;58;121;23;197,477,5.27479818644
A,2,1023696,2016-10-18 06:39:49,110#2016-10-18 06:39:49#13.59;123#2016-10-18 06:40:03#6.38;107#2016-10-18 06:40:09#3.72;108#2016-10-18 06:40:13#4.68;120#2016-10-18 06:40:18#0.70;117#2016-10-18 06:40:18#35.83,64.83,19,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,8.02060338484;9.24764890282;9.13978494624;8.54700854701;8.57142857143;3.79570192576,109;59;34;40;6;136,384,5.92318371124
C,1,1011887,2016-10-18 06:40:17,115#2016-10-18 06:40:17#9.94;102#2016-10-18 06:40:27#9.07;109#2016-10-18 06:40:36#8.59;104#2016-10-18 06:40:45#20.28;112#2016-10-18 06:41:05#17.83;111#2016-10-18 06:41:23#25.25;103#2016-10-18 06:41:48#3.44;116#2016-10-18 06:41:52#16.32;101#2016-10-18 06:42:09#7.11;121#2016-10-18 06:42:16#10.84;106#2016-10-18 06:42:27#1.56;113#2016-10-18 06:42:28#27.71,158.71,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,10.7645875252;14.4432194046;15.7159487776;14.4477317554;11.1609646663;4.79207920792;6.68604651163;11.0294117647;11.8143459916;10.8856088561;9.61538461538;5.19667989895,107;131;135;293;199;121;23;180;84;118;15;144,1550,9.76624031252
A,3,1041325,2016-10-18 06:41:40,110#2016-10-18 06:41:40#21.52;123#2016-10-18 06:42:02#10.35;107#2016-10-18 06:42:12#8.06;108#2016-10-18 06:42:20#11.01;119#2016-10-18 06:42:31#2.48;114#2016-10-18 06:42:34#307.99;118#2016-10-18 06:47:42#53.64;122#2016-10-18 06:48:35#134.98,549.98,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,5.06505576208;5.70048309179;4.21836228288;3.63306085377;3.62903225806;0.64287801552;3.84041759881;1.45947547785,109;59;34;40;9;198;206;197,852,1.54914724172
A,2,1038455,2016-10-18 06:42:06,110#2016-10-18 06:42:06#15.26;123#2016-10-18 06:42:21#6.69;107#2016-10-18 06:42:28#4.11;108#2016-10-18 06:42:32#9.36;120#2016-10-18 06:42:41#1.88;117#2016-10-18 06:42:43#20.41,57.41,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,7.14285714286;8.81913303438;8.27250608273;4.2735042735;3.1914893617;6.66340029397,109;59;34;40;6;136,384,6.68873018638
A,2,1000149,2016-10-18 06:42:17,110#2016-10-18 06:42:17#16.89;123#2016-10-18 06:42:34#8.55;107#2016-10-18 06:42:42#7.23;108#2016-10-18 06:42:49#11.58;120#2016-10-18 06:43:01#1.67;117#2016-10-18 06:43:03#75.12,121.12,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,6.45352279455;6.90058479532;4.70262793914;3.45423143351;3.59281437126;1.81043663472,109;59;34;40;6;136,384,3.17040951123
C,3,1050160,2016-10-18 06:42:43,115#2016-10-18 06:42:43#11.98;102#2016-10-18 06:42:55#7.53;109#2016-10-18 06:43:03#6.36;104#2016-10-18 06:43:09#14.46;112#2016-10-18 06:43:24#14.34;111#2016-10-18 06:43:38#8.52;103#2016-10-18 06:43:47#6.75;122#2016-10-18 06:43:54#33.42,104.42,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;1,8.93155258765;17.3970783533;21.2264150943;20.2627939142;13.8772663877;14.2018779343;3.40740740741;5.894673848,107;131;135;293;199;121;23;197,1206,11.5495115878
A,3,1000657,2016-10-18 06:44:07,110#2016-10-18 06:44:07#13.24;123#2016-10-18 06:44:20#6.38;107#2016-10-18 06:44:26#3.68;108#2016-10-18 06:44:30#4.32;119#2016-10-18 06:44:34#0.97;114#2016-10-18 06:44:35#22.34;118#2016-10-18 06:44:58#91.64;122#2016-10-18 06:46:29#27.37,169.37,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,8.23262839879;9.24764890282;9.23913043478;9.25925925926;9.27835051546;8.8630259624;2.24792666958;7.19766167336,109;59;34;40;9;198;206;197,852,5.03040680168
B,1,1049906,2016-10-18 06:44:31,105#2016-10-18 06:44:31#5.87;100#2016-10-18 06:44:37#5.12;111#2016-10-18 06:44:42#8.80;103#2016-10-18 06:44:51#1.66;116#2016-10-18 06:44:53#11.61;101#2016-10-18 06:45:04#7.93;121#2016-10-18 06:45:12#10.49;106#2016-10-18 06:45:23#1.21;113#2016-10-18 06:45:24#18.79,71.78999999999999,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,13.2879045997;11.328125;13.75;13.8554216867;15.503875969;10.5926860025;11.2488083889;12.3966942149;7.66365087813,78;58;121;23;180;84;118;15;144,821,11.4361331662
A,3,1026615,2016-10-18 06:44:52,110#2016-10-18 06:44:52#9.56;123#2016-10-18 06:45:01#5.18;107#2016-10-18 06:45:06#2.61;108#2016-10-18 06:45:09#2.80;119#2016-10-18 06:45:12#0.63;114#2016-10-18 06:45:12#25.68;118#2016-10-18 06:45:38#158.14;122#2016-10-18 06:48:16#8.71,212.71,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,11.4016736402;11.38996139;13.0268199234;14.2857142857;14.2857142857;7.71028037383;1.30264322752;22.6176808266,109;59;34;40;9;198;206;197,852,4.00545343425
B,1,1031323,2016-10-18 06:46:43,105#2016-10-18 06:46:43#36.95;100#2016-10-18 06:47:20#5.25;111#2016-10-18 06:47:25#10.16;103#2016-10-18 06:47:35#1.90;116#2016-10-18 06:47:37#14.81;101#2016-10-18 06:47:52#7.16;121#2016-10-18 06:47:59#49.71;106#2016-10-18 06:48:49#1.68;113#2016-10-18 06:48:51#16.09,144.09,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,2.11096075778;11.0476190476;11.9094488189;12.1052631579;12.1539500338;11.7318435754;2.37376785355;8.92857142857;8.94965817278,78;58;121;23;180;84;118;15;144,821,5.69782774655
A,3,1044659,2016-10-18 06:46:59,110#2016-10-18 06:46:59#10.60;123#2016-10-18 06:47:10#5.74;107#2016-10-18 06:47:15#3.31;108#2016-10-18 06:47:19#3.89;119#2016-10-18 06:47:23#0.87;114#2016-10-18 06:47:23#28.83;118#2016-10-18 06:47:52#50.30;122#2016-10-18 06:48:43#68.41,172.41,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1;3;1,10.2830188679;10.2787456446;10.2719033233;10.2827763496;10.3448275862;6.86784599376;4.09542743539;2.87969595088,109;59;34;40;9;198;206;197,852,4.94170871759
B,3,1031056,2016-10-18 06:47:19,105#2016-10-18 06:47:19#9.63;100#2016-10-18 06:47:28#5.40;111#2016-10-18 06:47:34#14.48;103#2016-10-18 06:47:48#6.47;122#2016-10-18 06:47:55#58.04,94.03999999999999,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;1,8.09968847352;10.7407407407;8.35635359116;3.55486862442;3.39421088904,78;58;121;23;197,477,5.07230965547
B,1,1013760,2016-10-18 06:47:40,105#2016-10-18 06:47:40#7.32;100#2016-10-18 06:47:48#4.18;111#2016-10-18 06:47:52#12.93;103#2016-10-18 06:48:05#21.12;116#2016-10-18 06:48:27#15.57;101#2016-10-18 06:48:42#8.03;121#2016-10-18 06:48:50#11.59;106#2016-10-18 06:49:02#1.34;113#2016-10-18 06:49:03#20.45,103.45,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,10.6557377049;13.8755980861;9.35808197989;1.08901515152;11.5606936416;10.4607721046;10.1811906816;11.1940298507;7.04156479218,78;58;121;23;180;84;118;15;144,821,7.93620106332
B,1,1000121,2016-10-18 06:47:40,105#2016-10-18 06:47:40#11.55;100#2016-10-18 06:47:52#6.59;111#2016-10-18 06:47:58#18.12;103#2016-10-18 06:48:16#10.34;116#2016-10-18 06:48:29#18.25;101#2016-10-18 06:48:47#8.08;121#2016-10-18 06:48:55#11.63;106#2016-10-18 06:49:07#1.48;113#2016-10-18 06:49:08#13.49,101.49,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,2;1;4;4;3;1;1;1;2,6.75324675325;8.80121396055;6.67770419426;2.22437137331;9.86301369863;10.396039604;10.1461736887;10.1351351351;10.6745737583,78;58;121;23;180;84;118;15;144,821,8.08946694256
A,2,1017861,2016-10-18 06:48:37,110#2016-10-18 06:48:37#15.82;123#2016-10-18 06:48:53#8.56;107#2016-10-18 06:49:02#4.93;108#2016-10-18 06:49:07#5.80;120#2016-10-18 06:49:12#0.87;117#2016-10-18 06:49:13#19.73,55.730000000000004,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,6.89001264223;6.89252336449;6.89655172414;6.89655172414;6.89655172414;6.8930562595,109;59;34;40;6;136,384,6.89036425624
C,1,1009196,2016-10-18 06:48:58,115#2016-10-18 06:48:58#9.32;102#2016-10-18 06:49:07#9.08;109#2016-10-18 06:49:16#8.55;104#2016-10-18 06:49:24#20.41;112#2016-10-18 06:49:45#14.75;111#2016-10-18 06:50:00#8.27;103#2016-10-18 06:50:08#1.48;116#2016-10-18 06:50:10#11.79;101#2016-10-18 06:50:21#7.43;121#2016-10-18 06:50:29#27.27;106#2016-10-18 06:50:56#1.76;113#2016-10-18 06:50:58#16.94,136.94,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;3;4;4;3;1;1;1;2,11.4806866953;14.4273127753;15.7894736842;14.3557079863;13.4915254237;14.6311970979;15.5405405405;15.2671755725;11.3055181696;4.3270993766;8.52272727273;8.50059031877,107;131;135;293;199;121;23;180;84;118;15;144,1550,11.3188257631
A,2,1018815,2016-10-18 06:53:21,110#2016-10-18 06:53:21#27.81;123#2016-10-18 06:53:48#15.05;107#2016-10-18 06:54:03#8.68;108#2016-10-18 06:54:12#10.21;120#2016-10-18 06:54:22#1.53;117#2016-10-18 06:54:24#34.70,97.7,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,3.91945343402;3.92026578073;3.91705069124;3.91772771792;3.92156862745;3.91930835735,109;59;34;40;6;136,384,3.93039918117
A,2,1011408,2016-10-18 06:54:17,110#2016-10-18 06:54:17#10.05;123#2016-10-18 06:54:27#5.81;107#2016-10-18 06:54:33#4.42;108#2016-10-18 06:54:38#6.29;120#2016-10-18 06:54:44#1.00;117#2016-10-18 06:54:45#19.07,47.07,20,1,1012.5000,1017.5000,128.0000,1.6000,23.4000,73.0000,0.0000,3;3;3;3;1;1,10.8457711443;10.1549053356;7.69230769231;6.35930047695;6.0;7.13162034609,109;59;34;40;6;136,384,8.15806246017
